0	0.292571	G3
0	0.438857	A3
0	0.585143	B3
0	0.585171	A2
0	0.731429	C4
0	0.877714	D4
0	0.877743	B2
1	0.170286	G3
1	0.462857	G3
1	0.755429	E4
1	0.755457	C3
2	0.048000	C4
2	0.194286	D4
2	0.340571	E4
2	0.486857	F4#
2	0.633143	G4
2	0.633171	B2
2	0.925714	G3
3	0.218286	G3
3	0.510857	C4
3	0.510886	A2
3	0.803429	D4
3	0.949714	C4
4	0.096000	B3
4	0.242286	A3
4	0.388571	B3
4	0.388600	G2
4	0.681143	C4
4	0.827429	B3
4	0.973714	A3
5	0.120000	G3
5	0.266286	F3#
5	0.266314	D3
5	0.558857	G3
5	0.558886	B2
5	0.705143	A3
5	0.851429	B3
5	0.851457	G2
5	0.997714	G3
6	0.144000	A3
6	0.144029	D3
6	0.436571	D3
6	0.582857	C3
6	0.729143	B2
6	0.875429	A2
7	0.021714	D4
7	0.021743	G2
7	0.314286	G3
7	0.460571	A3
7	0.606857	B3
7	0.606886	A2
7	0.753143	C4
7	0.899429	D4
7	0.899457	G2
8	0.192000	G3
8	0.192029	B2
8	0.484571	G3
8	0.484600	G2
8	0.777143	E4
8	0.777171	C3
9	0.069714	C4
9	0.216000	D4
9	0.362286	E4
9	0.508571	F4#
9	0.654857	G4
9	0.654886	B2
9	0.947429	G3
9	0.947457	C3
10	0.093714	B2
10	0.240000	G3
10	0.240029	A2
10	0.386286	G2
10	0.532571	C4
10	0.532600	A2
10	0.825143	D4
10	0.971429	C4
11	0.117714	B3
11	0.117743	F2#
11	0.264000	A3
11	0.410286	B3
11	0.410314	G2
11	0.702857	C4
11	0.849143	B3
11	0.995429	A3
11	0.995457	B2
12	0.141714	G3
12	0.288000	A3
12	0.288029	C3
12	0.580571	B3
12	0.580600	D3
12	0.726857	A3
12	0.873143	G3
12	0.873171	D3
13	0.019429	F3#
13	0.165714	G3
13	0.165743	G2
14	0.043429	B4
14	0.043457	G3
14	0.336000	G4
14	0.482286	A4
14	0.628571	B4
14	0.774857	G4
14	0.921143	A4
14	0.921171	F3#
15	0.213714	D4
15	0.360000	E4
15	0.506286	F4#
15	0.652571	D4
15	0.798857	G4
15	0.798886	E3
16	0.091429	E4
16	0.091457	G3
16	0.237714	F4#
16	0.384000	G4
16	0.384029	E3
16	0.530286	D4
16	0.676571	C4#
16	0.676600	A3
16	0.969143	B3
17	0.115429	C4#
17	0.261714	A3
17	0.554286	A3
17	0.554314	A2
17	0.700571	B3
17	0.846857	C4#
17	0.993143	D4
18	0.139429	E4
18	0.285714	F4#
18	0.432000	G4
18	0.432029	B2
18	0.724571	F4#
18	0.724600	D3
19	0.017143	E4
19	0.017171	C3#
19	0.309714	F4#
19	0.309743	D3
19	0.602286	A3
19	0.602314	F2#
19	0.894857	C4#
19	0.894886	A2
20	0.187429	D4
20	0.187457	D3
20	0.480000	D3
20	0.772571	C3
21	0.065143	D4
21	0.065171	B2
21	0.357714	G3
21	0.357743	D3
21	0.504000	F3#
21	0.650286	G3
21	0.650314	B2
21	0.942857	E4
21	0.942886	C3
22	0.235429	G3
22	0.235457	E3
22	0.381714	F3#
22	0.528000	G3
22	0.528029	C3
22	0.820571	D4
22	0.820600	B2
23	0.113143	C4
23	0.113171	A2
23	0.405714	B3
23	0.405743	G2
23	0.698286	A3
23	0.698314	D3
23	0.844571	G3
23	0.990857	F3#
24	0.137143	G3
24	0.283429	A3
24	0.576000	D3
24	0.576029	D3
24	0.722286	E3
24	0.868571	F3#
25	0.014857	G3
25	0.161143	A3
25	0.161171	F3#
25	0.307429	B3
25	0.453714	C4
25	0.453743	E3
25	0.746286	B3
25	0.746314	G3
26	0.038857	A3
26	0.038886	F3#
26	0.331429	B3
26	0.331457	G3
26	0.477714	D4
26	0.624000	G3
26	0.624029	B2
26	0.916571	F3#
26	0.916600	D3
27	0.209143	B2
27	0.209171	G3
27	0.209143	G2
27	0.501714	D3
27	0.794286	G2
