0	0.120000	A3
0	0.240000	C4#
0	0.360000	A2
0	0.360200	E4
0	0.480000	A3
0	0.600000	D4
0	0.720000	A2
0	0.720200	F4#
0	0.840000	A3
0	0.960000	C4#
1	0.080000	E4
1	0.080200	E2
1	0.200000	F3#
1	0.320000	G3#
1	0.440000	B3
1	0.440200	A2
1	0.560000	A3
1	0.680000	C4#
1	0.800000	E4
1	0.800200	A2
1	0.920000	A3
2	0.040000	D4
2	0.160000	F4#
2	0.160200	A2
2	0.280000	A3
2	0.400000	C4#
2	0.520000	E4
2	0.520200	E2
2	0.640000	F3#
2	0.760000	G3#
2	0.880000	B3
2	0.880200	A2
3	0.000000	A3
3	0.120000	C4#
3	0.240000	E4
3	0.360000	A4
3	0.480000	C5#
3	0.600000	A4
3	0.600200	E5
3	0.720000	D5#
3	0.720200	A4
3	0.840000	E5
3	0.840200	A4
3	0.960000	D5
4	0.080000	B4
4	0.200000	E5
4	0.320000	D5
4	0.440000	C5#
4	0.560000	E5
4	0.680000	D5
4	0.800000	B4
4	0.920000	D5
5	0.040000	C5#
5	0.160000	A4
5	0.280000	C5#
5	0.400000	B4
5	0.520000	G4#
5	0.640000	E4
5	0.760000	A4
6	0.120000	A4
6	0.240000	G4#
6	0.360000	A4
6	0.480000	F4#
6	0.600000	B4
6	0.720000	A4
6	0.840000	G4#
6	0.960000	E4
7	0.080000	F4#
7	0.200000	G4#
7	0.320000	A4
7	0.440000	B4
7	0.560000	C5#
7	0.680000	B4
7	0.800000	C5#
7	0.920000	D5
8	0.040000	C5#
8	0.160000	D5
8	0.280000	B4
8	0.400000	E5
8	0.520000	G4#
8	0.520200	D5
8	0.760000	A4
8	0.760200	C5#
9	0.000000	F5#
9	0.000200	D4
9	0.120000	E5
9	0.240000	D5
9	0.360000	C5#
9	0.480000	B4
9	0.600000	A4
9	0.720000	G4#
9	0.840000	E4
9	0.960000	F4#
10	0.080000	G4#
10	0.200000	A4
10	0.440000	A3
10	0.560000	C4#
10	0.680000	E4
10	0.800000	A4
10	0.920000	C5#
11	0.040000	E5
11	0.160000	D5
11	0.280000	B4
11	0.400000	G4#
11	0.520000	B4
11	0.640000	A4
11	0.880000	C5#
12	0.000000	A4
12	0.120000	F4#
12	0.240000	B4
12	0.360000	A4
12	0.600000	G5#
12	0.720000	E5
12	0.840000	C5#
12	0.960000	B4
13	0.080000	A4
13	0.320000	C5#
13	0.440000	A4
13	0.560000	F4#
13	0.680000	B4
13	0.800000	A4
14	0.040000	C5#
14	0.160000	A4
14	0.280000	F4#
14	0.400000	B4
14	0.520000	A4
14	0.880000	C4#
15	0.000000	E4
15	0.120000	A4
15	0.240000	G4#
15	0.360000	A4
15	0.480000	F4#
15	0.600000	B4
15	0.720000	E4
15	0.960000	A4
16	0.200000	C5#
16	0.320000	E5
16	0.560000	D5
16	0.800000	C5#
16	0.920000	B4
17	0.040000	G4#
17	0.160000	E4
17	0.280000	A5
17	0.280200	D4
17	0.400000	C4#
17	0.460000	C4
17	0.520000	C4#
17	0.580000	E4
17	0.640000	A4
17	0.760000	C4#
17	0.820000	C4
17	0.880000	C4#
17	0.940000	E4
18	0.000000	A4
18	0.120000	D4
18	0.180000	C4#
18	0.240000	D4
18	0.300000	F4#
18	0.360000	B4
18	0.360200	D4
18	0.480000	G4#
18	0.600000	E4
18	0.720000	D4
18	0.840000	C4#
18	0.900000	C4
18	0.960000	C4#
19	0.020000	E4
19	0.080000	A4
19	0.200000	C4#
19	0.260000	C4
19	0.320000	C4#
19	0.380000	E4
19	0.440000	A4
19	0.560000	D4
19	0.620000	C4#
19	0.680000	D4
19	0.740000	F4#
19	0.800000	B4
19	0.920000	G4#
20	0.040000	E4
20	0.160000	D4
20	0.280000	C4#
20	0.340000	C4
20	0.400000	C4#
20	0.460000	E4
20	0.520000	A4
20	0.640000	C4#
20	0.700000	C4
20	0.760000	C4#
20	0.820000	E4
20	0.880000	A4
21	0.000000	D4
21	0.060000	C4#
21	0.120000	D4
21	0.180000	F4#
21	0.240000	B4
21	0.360000	G4#
21	0.480000	E4
21	0.960000	A5
22	0.080000	C4#
22	0.200000	E4
22	0.320000	A4
22	0.440000	G4#
22	0.560000	A4
22	0.680000	F4#
22	0.800000	B4
22	0.920000	E4
23	0.160000	A4
23	0.400000	C5#
23	0.520000	E5
23	0.760000	D5
24	0.000000	C5#
24	0.120000	B4
24	0.240000	G4#
24	0.360000	D4
24	0.480000	A4
24	0.840000	A4
24	0.960000	G4#
25	0.080000	A4
25	0.200000	D4
25	0.200200	F4#
25	0.320000	B4
25	0.440000	A4
25	0.560000	G4#
25	0.680000	E4
25	0.800000	F4#
25	0.920000	G4#
26	0.040000	A4
26	0.160000	B4
26	0.280000	C5#
26	0.400000	B4
26	0.520000	C5#
26	0.640000	D5
26	0.760000	C5#
26	0.880000	D5
27	0.000000	B4
27	0.120000	E5
27	0.240000	G4#
27	0.240200	D5
