0	0.000000	A3
0	0.192000	C4
0	0.384000	E4
0	0.576000	A4
0	0.768000	B4
0	0.768200	G3#
0	0.960000	E4
1	0.152000	C4
1	0.344000	B4
1	0.536000	C5
1	0.536200	G3
1	0.728000	E4
1	0.920000	C4
2	0.112000	C5
2	0.304000	F4#
2	0.304200	F3#
2	0.496000	D4
2	0.688000	A3
2	0.880000	F4#
3	0.072000	F3
3	0.072200	E4
3	0.264000	C4
3	0.456000	A3
3	0.648000	C4
4	0.032000	E4
4	0.224000	C4
4	0.416000	A3
4	0.608000	B3
4	0.608200	G3
4	0.608000	B2
4	0.800000	A2
4	0.800200	A3
4	0.800000	C4
4	0.992000	C4
4	0.992200	A3
4	0.992000	A2
5	0.568000	A2
5	0.760000	F3
5	0.952000	E3
6	0.144000	A2
6	0.336000	A3
6	0.528000	C4
6	0.720000	E4
6	0.912000	B4
6	0.912200	G3#
7	0.104000	E4
7	0.296000	C4
7	0.488000	B4
7	0.680000	G3
7	0.680200	C5
7	0.872000	E4
8	0.064000	C4
8	0.256000	C5
8	0.448000	F4#
8	0.448200	F3#
8	0.640000	D4
8	0.832000	A3
9	0.024000	F4#
9	0.216000	F3
9	0.216200	E4
9	0.408000	C4
9	0.600000	A3
9	0.792000	C4
10	0.176000	E4
10	0.368000	C4
10	0.560000	A3
10	0.752000	B2
10	0.752200	B3
10	0.752000	G3
10	0.944000	A2
10	0.944200	A3
10	0.944000	C4
11	0.136000	A2
11	0.136200	C4
11	0.136000	A3
11	0.904000	A2
12	0.096000	B2
12	0.288000	C3
12	0.480000	E3
12	0.672000	G3
12	0.864000	E4
13	0.056000	F4#
13	0.056200	D3
13	0.248000	D4
13	0.440000	A3
13	0.632000	F4#
13	0.824000	F3
13	0.824200	E4
14	0.016000	C4
14	0.208000	A3
14	0.400000	E4
14	0.592000	B3
14	0.592200	A2
14	0.688000	C4
14	0.784000	A3
14	0.976000	A2
15	0.168000	B2
15	0.360000	C3
15	0.360200	C4
15	0.552000	G3
15	0.744000	E3
15	0.936000	C4
16	0.128000	G2
16	0.128200	G4
16	0.320000	B3
16	0.512000	G3
16	0.704000	G4
16	0.896000	A3
16	0.896200	D4
16	0.896000	G4
16	0.896200	D3
16	0.968000	F4#
17	0.088000	F4#
17	0.088200	D4
17	0.280000	D4
17	0.280200	F4#
17	0.280000	D3
17	0.280200	A3
18	0.048000	A2
18	0.240000	B2
18	0.432000	C3
18	0.624000	E3
18	0.816000	G3
19	0.008000	C4
19	0.200000	F4#
19	0.200200	D3
19	0.392000	D4
19	0.584000	A3
19	0.776000	F4#
19	0.968000	F3
19	0.968200	E4
20	0.160000	C4
20	0.352000	A3
20	0.544000	E4
20	0.736000	B3
20	0.736200	A2
20	0.808000	C4
20	0.928000	A3
21	0.120000	A2
21	0.312000	B2
21	0.504000	C3
21	0.696000	E3
21	0.888000	G3
22	0.080000	C4
22	0.272000	D3
22	0.464000	A3
22	0.656000	D4
22	0.848000	F4#
23	0.040000	C4
23	0.040200	E4
23	0.040000	A3
23	0.040200	F3
23	0.232000	F3
23	0.232200	C4
23	0.232000	E4
23	0.232200	A3
23	0.424000	E4
23	0.424200	C4
23	0.424000	A3
23	0.424200	F3
24	0.576000	A3
24	0.768000	C4
24	0.960000	E4
25	0.152000	A4
25	0.344000	B4
25	0.344200	G3#
25	0.536000	E4
25	0.728000	C4
25	0.920000	B4
26	0.112000	G3
26	0.112200	C5
26	0.304000	E4
26	0.496000	C4
26	0.688000	C5
26	0.880000	F3#
26	0.880200	F4#
27	0.072000	D4
27	0.264000	A3
27	0.456000	F4#
27	0.648000	F3
27	0.648200	E4
27	0.840000	C4
28	0.032000	A3
28	0.224000	C4
28	0.608000	E4
28	0.800000	C4
28	0.992000	A3
29	0.184000	B3
29	0.184200	G3
29	0.184000	B2
29	0.376000	A3
29	0.376200	C4
29	0.376000	A2
29	0.568000	C4
